nombre_original_agenda,doctor,area,tipo_turno,dia,hora_inicio,hora_fin,efector
GENERALISTA - DRA. GARCIA MINUZZI MARIANA ANDREA,GARCIA MINUZZI MARIANA ANDREA,MEDICINA GENERAL,,Lunes,08:00,12:00,CAPS La Ribera
GENERALISTA - DRA. GARCIA MINUZZI MARIANA ANDREA,GARCIA MINUZZI MARIANA ANDREA,MEDICINA GENERAL,,Martes,08:00,12:00,CAPS La Ribera
GENERALISTA - DRA. GARCIA MINUZZI MARIANA ANDREA,GARCIA MINUZZI MARIANA ANDREA,MEDICINA GENERAL,,Miércoles,08:00,12:00,CAPS La Ribera
GENERALISTA - DRA. GARCIA MINUZZI MARIANA ANDREA,GARCIA MINUZZI MARIANA ANDREA,MEDICINA GENERAL,,Viernes,08:00,12:00,CAPS La Ribera
GENERALISTA - DRA. GARCIA MINUZZI MARIANA ANDREA,GARCIA MINUZZI MARIANA ANDREA,MEDICINA GENERAL,,Jueves,08:00,12:00,CAPS La Ribera
PEDIATRIA - DRA. BRINNAND MARIA,BRINNAND MARIA,PEDIATRIA,,Lunes,08:00,13:40,CAPS La Ribera
PEDIATRIA - DRA. BRINNAND MARIA,BRINNAND MARIA,PEDIATRIA,,Martes,12:00,16:00,CAPS La Ribera
PEDIATRIA - DRA. OCAÃ‘A CAROLINA,OCAÃ‘A CAROLINA,PEDIATRIA,,Miércoles,08:00,16:00,CAPS La Ribera
PEDIATRIA - DRA. OCAÃ‘A CAROLINA,OCAÃ‘A CAROLINA,PEDIATRIA,,Jueves,12:00,16:00,CAPS La Ribera
PEDIATRIA - MARANGELLI ANTONELA,MARANGELLI ANTONELA,PEDIATRIA,,Miércoles,08:00,12:40,CAPS La Ribera
PEDIATRIA - MARANGELLI ANTONELA,MARANGELLI ANTONELA,PEDIATRIA,,Jueves,08:00,09:00,CAPS La Ribera
PEDIATRIA - MARANGELLI ANTONELA,MARANGELLI ANTONELA,PEDIATRIA,,Jueves,11:00,14:00,CAPS La Ribera
PEDIATRIA - MARANGELLI ANTONELA,MARANGELLI ANTONELA,PEDIATRIA,,Miércoles,08:00,12:40,CAPS La Ribera
PEDIATRIA - MARANGELLI ANTONELA,MARANGELLI ANTONELA,PEDIATRIA,,Jueves,08:00,09:00,CAPS La Ribera
PEDIATRIA - MARANGELLI ANTONELA,MARANGELLI ANTONELA,PEDIATRIA,,Jueves,11:00,14:00,CAPS La Ribera
OBSTETRICIA - DRA. VACA CAO SAMANTHA FEDRA,VACA CAO SAMANTHA FEDRA,OBSTETRICIA,,Miércoles,14:00,15:30,CAPS La Ribera
PSICOLOGA - DRA. CAVALIERI VALERIA,CAVALIERI VALERIA,PSICOLOGIA,,Lunes,08:00,14:00,CAPS La Ribera
PSICOLOGA - DRA. CAVALIERI VALERIA,CAVALIERI VALERIA,PSICOLOGIA,,Jueves,08:00,14:00,CAPS La Ribera
NUTRICION GENERAL - BERTOZZI ELIZABEH VERONICA,BERTOZZI ELIZABEH VERONICA,NUTRICION,GENERAL,Viernes,09:00,09:45,CAPS La Ribera
ODONTOLOGIA - DRA. MALDONADO AYLEN DENISE,MALDONADO AYLEN DENISE,ODONTOLOGIA,,Viernes,08:00,11:00,CAPS La Ribera
NUTRICION TRATAMIENTO - BERTOZZI ELIZABEH VERONICA,BERTOZZI ELIZABEH VERONICA,NUTRICION,TRATAMIENTO,Viernes,08:00,09:00,CAPS La Ribera
ENFERMERIA,,,,Lunes,07:30,15:30,CAPS La Ribera
ENFERMERIA,,,,Martes,07:30,15:30,CAPS La Ribera
ENFERMERIA,,,,Miércoles,07:30,15:30,CAPS La Ribera
ENFERMERIA,,,,Jueves,07:30,15:30,CAPS La Ribera
ENFERMERIA,,,,Viernes,07:30,15:30,CAPS La Ribera
ENFERMERIA,,,,Sábado,08:00,11:40,CAPS La Ribera
VACUNACION,,,,Lunes,07:30,15:30,CAPS La Ribera
VACUNACION,,,,Martes,07:30,15:30,CAPS La Ribera
VACUNACION,,,,Miércoles,07:30,15:30,CAPS La Ribera
VACUNACION,,,,Jueves,07:30,15:30,CAPS La Ribera
VACUNACION,,,,Viernes,07:30,15:30,CAPS La Ribera
VACUNACION,,,,Sábado,08:00,11:40,CAPS La Ribera
GINECOLOGIA - DRA. ROMERO LILIANA,ROMERO LILIANA,GINECOLOGIA,,Martes,11:00,13:00,CAPS La Ribera
GINECOLOGIA - DRA. ROMERO LILIANA,ROMERO LILIANA,GINECOLOGIA,,Viernes,11:00,13:00,CAPS La Ribera
RONDA SANITARIA,,MEDICINA PREVENTIVA,,Jueves,09:00,10:40,CAPS La Ribera
ODONTOLOGIA - DRA. MAGLIANO CARLA,MAGLIANO CARLA,ODONTOLOGIA,,Jueves,09:00,12:00,CAPS La Ribera
ODONTOLOGIA - DR. RABOSTO MATIAS - PROGRAMADA,RABOSTO MATIAS,ODONTOLOGIA,PROGRAMADA,Lunes,09:00,16:00,CAPS La Ribera
ODONTOLOGIA - DR. RABOSTO MATIAS - ESPONTANEA,RABOSTO MATIAS,ODONTOLOGIA,ESPONTANEA,Lunes,08:00,09:00,CAPS La Ribera
PSICOLOGA - DRA. CRICENTI CAROLINA,CRICENTI CAROLINA,PSICOLOGIA,,Jueves,08:00,14:00,CAPS La Ribera
PSICOLOGA - DRA. CRICENTI CAROLINA,CRICENTI CAROLINA,PSICOLOGIA,,Martes,08:00,14:00,CAPS La Ribera
PSICOLOGA - DRA. INI FLORENCIA,INI FLORENCIA,PSICOLOGIA,,Jueves,08:30,14:00,CAPS La Ribera
TRABAJADORA SOCIAL - LIC. VILLANUEVA MARIA,VILLANUEVA MARIA,SERVICIO SOCIAL,,Jueves,08:00,13:00,CAPS La Ribera
CARDIOLOGIA ECG,,CARDIOLOGIA,,Lunes,07:00,15:40,CAPS La Ribera
CARDIOLOGIA ECG,,CARDIOLOGIA,,Martes,07:00,15:40,CAPS La Ribera
CARDIOLOGIA ECG,,CARDIOLOGIA,,Miércoles,07:00,15:40,CAPS La Ribera
CARDIOLOGIA ECG,,CARDIOLOGIA,,Jueves,07:00,15:40,CAPS La Ribera
CARDIOLOGIA ECG,,CARDIOLOGIA,,Viernes,07:00,15:40,CAPS La Ribera
CARDIOLOGIA ECG,,CARDIOLOGIA,,Sábado,07:00,15:40,CAPS La Ribera
ODONTOLOGIA - DRA. BONET - PROGRAMADA,BONET,ODONTOLOGIA,PROGRAMADA,Martes,09:00,16:00,CAPS La Ribera
ODONTOLOGIA - DRA. BONET - ESPONTANEA,BONET,ODONTOLOGIA,ESPONTANEA,Lunes,08:00,09:00,CAPS La Ribera
PSICOLOGA - DRA. LESERRE MARIA EVA,LESERRE MARIA EVA,PSICOLOGIA,,Martes,08:30,13:30,CAPS San Isidro Labrador
PSICOLOGA - DRA. LESERRE MARIA EVA,LESERRE MARIA EVA,PSICOLOGIA,,Jueves,08:30,13:30,CAPS San Isidro Labrador
PSICOLOGIA - DRA. KORYTKO CARLA,KORYTKO CARLA,PSICOLOGIA,,Martes,07:00,11:00,CAPS San Isidro Labrador
PSICOLOGIA - DRA. KORYTKO CARLA,KORYTKO CARLA,PSICOLOGIA,,Miércoles,07:00,11:00,CAPS San Isidro Labrador
PSICOLOGIA - DRA. KORYTKO CARLA,KORYTKO CARLA,PSICOLOGIA,,Jueves,07:00,15:00,CAPS San Isidro Labrador
PSICOLOGIA - DR. BRUCKMANN TOMAS,BRUCKMANN TOMAS,PSICOLOGIA,,Lunes,08:00,16:00,CAPS San Isidro Labrador
PSICOLOGIA - DR. BRUCKMANN TOMAS,BRUCKMANN TOMAS,PSICOLOGIA,,Miércoles,08:00,16:00,CAPS San Isidro Labrador
PEDIATRIA CAI - DRA. ASANOVIC PAULA,ASANOVIC PAULA,PEDIATRIA,CAI,Lunes,08:00,11:40,CAPS San Isidro Labrador
PEDIATRIA CAI - DRA. ASANOVIC PAULA,ASANOVIC PAULA,PEDIATRIA,CAI,Lunes,13:00,14:40,CAPS San Isidro Labrador
PEDIATRIA CAI - DRA. ASANOVIC PAULA,ASANOVIC PAULA,PEDIATRIA,CAI,Jueves,08:00,13:00,CAPS San Isidro Labrador
PEDIATRIA PROGRAMADA - DRA LIVI MARIA,DRA LIVI MARIA,PEDIATRIA,PROGRAMADA,Jueves,13:00,14:40,CAPS San Isidro Labrador
PEDIATRIA PROGRAMADA - DRA LIVI MARIA,DRA LIVI MARIA,PEDIATRIA,PROGRAMADA,Jueves,08:00,11:40,CAPS San Isidro Labrador
PEDIATRIA PROGRAMADA - DRA LIVI MARIA,DRA LIVI MARIA,PEDIATRIA,PROGRAMADA,Martes,13:00,14:30,CAPS San Isidro Labrador
PEDIATRIA PROGRAMADA - DRA. MAMANI SANDRA,MAMANI SANDRA,PEDIATRIA,PROGRAMADA,Miércoles,13:00,15:00,CAPS San Isidro Labrador
PEDIATRIA PROGRAMADA - DRA. MAMANI SANDRA,MAMANI SANDRA,PEDIATRIA,PROGRAMADA,Viernes,08:00,12:00,CAPS San Isidro Labrador
PEDIATRIA PROGRAMADA - DRA. MAMANI SANDRA,MAMANI SANDRA,PEDIATRIA,PROGRAMADA,Viernes,13:00,15:40,CAPS San Isidro Labrador
PEDIATRIA PROGRAMADA - DRA. MAMANI SANDRA,MAMANI SANDRA,PEDIATRIA,PROGRAMADA,Sábado,08:00,11:20,CAPS San Isidro Labrador
PEDIATRIA PROGRAMADA - DRA. MAMANI SANDRA,MAMANI SANDRA,PEDIATRIA,PROGRAMADA,Martes,08:00,11:40,CAPS San Isidro Labrador
PEDIATRIA PROGRAMADA - DRA. MAMANI SANDRA,MAMANI SANDRA,PEDIATRIA,PROGRAMADA,Miércoles,13:00,15:00,CAPS San Isidro Labrador
PEDIATRIA PROGRAMADO - DRA. GROSSO CARINA,GROSSO CARINA,PEDIATRIA,PROGRAMADA,Lunes,13:00,15:00,CAPS San Isidro Labrador
PEDIATRIA PROGRAMADO - DRA. GROSSO CARINA,GROSSO CARINA,PEDIATRIA,PROGRAMADA,Jueves,08:00,11:40,CAPS San Isidro Labrador
PEDIATRIA PROGRAMADO - DRA. GROSSO CARINA,GROSSO CARINA,PEDIATRIA,PROGRAMADA,Jueves,13:00,15:00,CAPS San Isidro Labrador
PEDIATRIA PROGRAMADA - DRA. GRZONA MAGDALENA,GRZONA MAGDALENA,PEDIATRIA,PROGRAMADA,Jueves,12:00,16:00,CAPS San Isidro Labrador
PEDIATRIA PROGRAMADA - DRA. GRZONA MAGDALENA,GRZONA MAGDALENA,PEDIATRIA,PROGRAMADA,Viernes,13:00,16:00,CAPS San Isidro Labrador
PEDIATRIA PROGRAMADA - DRA. GRZONA MAGDALENA,GRZONA MAGDALENA,PEDIATRIA,PROGRAMADA,Lunes,08:00,14:20,CAPS San Isidro Labrador
PEDIATRIA PROGRAMADA - DRA. GRZONA MAGDALENA,GRZONA MAGDALENA,PEDIATRIA,PROGRAMADA,Sábado,08:00,11:40,CAPS San Isidro Labrador
PEDIATRIA PROGRAMADO - DR. MEDINA LUIS,MEDINA LUIS,PEDIATRIA,PROGRAMADA,Lunes,13:00,15:40,CAPS San Isidro Labrador
PEDIATRIA PROGRAMADO - DR. MEDINA LUIS,MEDINA LUIS,PEDIATRIA,PROGRAMADA,Martes,08:00,11:40,CAPS San Isidro Labrador
PEDIATRIA PROGRAMADO - DR. MEDINA LUIS,MEDINA LUIS,PEDIATRIA,PROGRAMADA,Miércoles,08:00,11:40,CAPS San Isidro Labrador
PEDIATRIA PROGRAMADO - DR. MEDINA LUIS,MEDINA LUIS,PEDIATRIA,PROGRAMADA,Jueves,08:00,11:40,CAPS San Isidro Labrador
MEDICO CLINICO POST ALTA - DRA. ROMERO MARLENE,ROMERO MARLENE,CLINICA MEDICA,,Lunes,13:00,15:00,CAPS San Isidro Labrador
MEDICO CLINICO POST ALTA - DRA. ROMERO MARLENE,ROMERO MARLENE,CLINICA MEDICA,,Miércoles,13:00,15:00,CAPS San Isidro Labrador
MEDICO CLINICO POST ALTA - DRA. ROMERO MARLENE,ROMERO MARLENE,CLINICA MEDICA,,Viernes,08:00,11:40,CAPS San Isidro Labrador
MEDICO CLINICO POST ALTA - DRA. ROMERO MARLENE,ROMERO MARLENE,CLINICA MEDICA,,Viernes,13:00,15:00,CAPS San Isidro Labrador
MEDICO CLINICO PROGRAMADA - DRA. DE ROSA PATRICIA,DE ROSA PATRICIA,CLINICA MEDICA,PROGRAMADA,Martes,07:00,11:40,CAPS San Isidro Labrador
MEDICO CLINICO PROGRAMADA - DRA. DE ROSA PATRICIA,DE ROSA PATRICIA,CLINICA MEDICA,PROGRAMADA,Martes,13:00,14:30,CAPS San Isidro Labrador
MEDICO CLINICO PROGRAMADA - DRA. DE ROSA PATRICIA,DE ROSA PATRICIA,CLINICA MEDICA,PROGRAMADA,Viernes,07:00,11:40,CAPS San Isidro Labrador
MEDICO CLINICO PROGRAMADA - DRA. DE ROSA PATRICIA,DE ROSA PATRICIA,CLINICA MEDICA,PROGRAMADA,Viernes,13:00,14:30,CAPS San Isidro Labrador
MEDICO CLINICO - DRA. LUZI CONSTANZA,LUZI CONSTANZA,CLINICA MEDICA,,Lunes,14:00,15:40,CAPS San Isidro Labrador
MEDICO CLINICO - DRA. LUZI CONSTANZA,LUZI CONSTANZA,CLINICA MEDICA,,Jueves,08:00,11:40,CAPS San Isidro Labrador
MEDICO CLINICO - DRA. LUZI CONSTANZA,LUZI CONSTANZA,CLINICA MEDICA,,Viernes,14:00,15:40,CAPS San Isidro Labrador
MEDICO CLINICO - DRA. LUZI CONSTANZA,LUZI CONSTANZA,CLINICA MEDICA,,Lunes,09:00,12:00,CAPS San Isidro Labrador
GINECOLOGIA DIU - DRA. GIULIODIBARI NORA,GIULIODIBARI NORA,GINECOLOGIA,,Viernes,07:00,08:00,CAPS San Isidro Labrador
GINECOLOGIA PROGRAMADA - DRA. PARDO LUANA,PARDO LUANA,GINECOLOGIA,PROGRAMADA,Sábado,08:00,11:40,CAPS San Isidro Labrador
GINECOLOGIA PROGRAMADA - DRA. GONZALEZ VAL MELISA,GONZALEZ VAL MELISA,GINECOLOGIA,PROGRAMADA,Lunes,12:00,16:30,CAPS San Isidro Labrador
OBSTETRICIA - DRA. RODRIGUEZ MARTINA,RODRIGUEZ MARTINA,OBSTETRICIA,,Jueves,08:00,11:40,CAPS San Isidro Labrador
OBSTETRICIA - DRA. RODRIGUEZ MARTINA,RODRIGUEZ MARTINA,OBSTETRICIA,,Jueves,08:00,11:40,CAPS San Isidro Labrador
OBSTETRICIA - DRA. RODRIGUEZ MARTINA,RODRIGUEZ MARTINA,OBSTETRICIA,,Miércoles,08:00,11:40,CAPS San Isidro Labrador
OBSTETRICIA - DRA. RODRIGUEZ MARTINA,RODRIGUEZ MARTINA,OBSTETRICIA,,Miércoles,13:00,14:40,CAPS San Isidro Labrador
OBSTETRICIA - DRA. CARRO CECILIA,CARRO CECILIA,OBSTETRICIA,,Jueves,12:00,16:00,CAPS San Isidro Labrador
NUTRICION TRATAMIENTO - DRA. POLLAVINI LUCIANA,POLLAVINI LUCIANA,NUTRICION,TRATAMIENTO,Lunes,08:00,09:50,CAPS San Isidro Labrador
NUTRICION TRATAMIENTO - DRA. POLLAVINI LUCIANA,POLLAVINI LUCIANA,NUTRICION,TRATAMIENTO,Lunes,13:15,14:20,CAPS San Isidro Labrador
NUTRICION TRATAMIENTO - DRA. POLLAVINI LUCIANA,POLLAVINI LUCIANA,NUTRICION,TRATAMIENTO,Martes,13:00,13:55,CAPS San Isidro Labrador
NUTRICION TRATAMIENTO - DRA. POLLAVINI LUCIANA,POLLAVINI LUCIANA,NUTRICION,TRATAMIENTO,Jueves,14:00,14:25,CAPS San Isidro Labrador
NUTRICION TRATAMIENTO - DRA. CAMILLONI IANINA,CAMILLONI IANINA,NUTRICION,TRATAMIENTO,Lunes,08:00,09:50,CAPS San Isidro Labrador
NUTRICION TRATAMIENTO - DRA. CAMILLONI IANINA,CAMILLONI IANINA,NUTRICION,TRATAMIENTO,Martes,13:15,14:25,CAPS San Isidro Labrador
GINECOLOGIA PAP EMBARAZADAS - DRA. GIULIODIBARI NORA,GIULIODIBARI NORA,GINECOLOGIA,PAP,Viernes,09:00,10:00,CAPS San Isidro Labrador
GINECOLOGIA PROGRAMADA - DRA. GIULIODIBARI NORA,GIULIODIBARI NORA,GINECOLOGIA,PROGRAMADA,Viernes,10:00,12:00,CAPS San Isidro Labrador
GINECOLOGIA PROGRAMADA - DRA. GIULIODIBARI NORA,GIULIODIBARI NORA,GINECOLOGIA,PROGRAMADA,Viernes,13:00,16:40,CAPS San Isidro Labrador
AGENDA RAYOS - RX SIMPLE,RX SIMPLE,,,Lunes,07:00,16:00,CAPS San Isidro Labrador
AGENDA RAYOS - RX SIMPLE,RX SIMPLE,,,Martes,07:00,16:00,CAPS San Isidro Labrador
AGENDA RAYOS - RX SIMPLE,RX SIMPLE,,,Miércoles,07:00,16:00,CAPS San Isidro Labrador
AGENDA RAYOS - RX SIMPLE,RX SIMPLE,,,Jueves,07:00,16:00,CAPS San Isidro Labrador
AGENDA RAYOS - RX SIMPLE,RX SIMPLE,,,Viernes,07:00,16:00,CAPS San Isidro Labrador
NUTRICION GENERAL - DRA. CAMILLONI IANINA,CAMILLONI IANINA,NUTRICION,GENERAL,Lunes,10:00,11:15,CAPS San Isidro Labrador
NUTRICION GENERAL - DRA. CAMILLONI IANINA,CAMILLONI IANINA,NUTRICION,GENERAL,Martes,14:30,15:45,CAPS San Isidro Labrador
NUTRICION GENERAL - DRA. POLLAVINI LUCIANA,POLLAVINI LUCIANA,NUTRICION,GENERAL,Lunes,10:00,11:15,CAPS San Isidro Labrador
NUTRICION GENERAL - DRA. POLLAVINI LUCIANA,POLLAVINI LUCIANA,NUTRICION,GENERAL,Lunes,14:30,15:45,CAPS San Isidro Labrador
NUTRICION GENERAL - DRA. POLLAVINI LUCIANA,POLLAVINI LUCIANA,NUTRICION,GENERAL,Jueves,14:30,15:45,CAPS San Isidro Labrador
MEDICA CLINICA PROGRAMADA - DRA. ROMERO MARLENE,ROMERO MARLENE,CLINICA MEDICA,PROGRAMADA,Lunes,08:00,11:40,CAPS San Isidro Labrador
MEDICA CLINICA PROGRAMADA - DRA. ROMERO MARLENE,ROMERO MARLENE,CLINICA MEDICA,PROGRAMADA,Miércoles,08:00,11:40,CAPS San Isidro Labrador
MEDICA CLINICA PROGRAMADA - DRA. ROMERO MARLENE,ROMERO MARLENE,CLINICA MEDICA,PROGRAMADA,Sábado,08:00,10:40,CAPS San Isidro Labrador
CHARLA TABAQUISMO - DRA. LUZI CONSTANZA,LUZI CONSTANZA,MEDICINA PREVENTIVA,,Lunes,13:00,13:50,CAPS San Isidro Labrador
PEDIATRIA CAI - DRA. GROSSO CARINA,GROSSO CARINA,PEDIATRIA,CAI,Lunes,08:00,11:40,CAPS San Isidro Labrador
PEDIATRIA CAI - DRA. GRZONA MAGDALENA,GRZONA MAGDALENA,PEDIATRIA,CAI,Viernes,08:00,11:40,CAPS San Isidro Labrador
PEDIATRIA CAI - DRA. MAMANI SANDRA,MAMANI SANDRA,PEDIATRIA,CAI,Miércoles,08:00,11:40,CAPS San Isidro Labrador
PEDIATRIA CAI - DRA. MAMANI SANDRA,MAMANI SANDRA,PEDIATRIA,CAI,Miércoles,08:08,11:40,CAPS San Isidro Labrador
RONDA SANITARIA - DRA. LUZI CONSTANZA,LUZI CONSTANZA,MEDICINA PREVENTIVA,,Viernes,09:00,13:00,CAPS San Isidro Labrador
PEDIATRIA CAI - DRA LIVI MARIA,DRA LIVI MARIA,PEDIATRIA,CAI,Martes,08:00,11:40,CAPS San Isidro Labrador
INFECTOLOGIA - DRA. BARRIS MARGARITA,BARRIS MARGARITA,INFECTOLOGIA,,Miércoles,08:30,10:30,CAPS San Isidro Labrador
CARDIOLOGIA - ECG PROGRAMADA,ECG PROGRAMADA,CARDIOLOGIA,PROGRAMADA,Lunes,08:00,14:30,CAPS San Isidro Labrador
CARDIOLOGIA - ECG PROGRAMADA,ECG PROGRAMADA,CARDIOLOGIA,PROGRAMADA,Martes,08:00,14:30,CAPS San Isidro Labrador
CARDIOLOGIA - ECG PROGRAMADA,ECG PROGRAMADA,CARDIOLOGIA,PROGRAMADA,Miércoles,08:00,14:30,CAPS San Isidro Labrador
CARDIOLOGIA - ECG PROGRAMADA,ECG PROGRAMADA,CARDIOLOGIA,PROGRAMADA,Jueves,08:00,14:30,CAPS San Isidro Labrador
CARDIOLOGIA - ECG PROGRAMADA,ECG PROGRAMADA,CARDIOLOGIA,PROGRAMADA,Viernes,08:00,14:30,CAPS San Isidro Labrador
CARDIOLOGIA - ECG ESPONTANEA,ECG ESPONTANEA,CARDIOLOGIA,ESPONTANEA,Lunes,08:00,14:30,CAPS San Isidro Labrador
CARDIOLOGIA - ECG ESPONTANEA,ECG ESPONTANEA,CARDIOLOGIA,ESPONTANEA,Martes,08:00,14:30,CAPS San Isidro Labrador
CARDIOLOGIA - ECG ESPONTANEA,ECG ESPONTANEA,CARDIOLOGIA,ESPONTANEA,Miércoles,08:00,14:30,CAPS San Isidro Labrador
CARDIOLOGIA - ECG ESPONTANEA,ECG ESPONTANEA,CARDIOLOGIA,ESPONTANEA,Jueves,08:00,14:30,CAPS San Isidro Labrador
CARDIOLOGIA - ECG ESPONTANEA,ECG ESPONTANEA,CARDIOLOGIA,ESPONTANEA,Viernes,08:00,14:30,CAPS San Isidro Labrador
PEDIATRIA - RECIEN NACIDOS,RECIEN NACIDOS,PEDIATRIA,,Sábado,08:00,09:00,CAPS San Isidro Labrador
PEDIATRIA - AGENDA SÃ_x0081_BADOS,,PEDIATRIA,,Sábado,10:00,12:00,CAPS San Isidro Labrador
AGENDA ECOGRAFIA,,ECOGRAFIA,,Lunes,12:30,15:30,CAPS San Isidro Labrador
AGENDA ECOGRAFIA,,ECOGRAFIA,,Martes,12:40,15:40,CAPS San Isidro Labrador
AGENDA ECOGRAFIA,,ECOGRAFIA,,Jueves,12:40,15:40,CAPS San Isidro Labrador
ENDOCRINOLOGIA - DRA. URBINI TAMARA,URBINI TAMARA,ENDOCRINOLOGIA,,Jueves,09:00,14:00,CAPS San Isidro Labrador
ODONTOLOGIA PEDIATRICA - DR. ISOLA FABIAN - ESPONTANEA,ISOLA FABIAN,PEDIATRIA,ESPONTANEA,Lunes,08:00,09:00,CAPS San Isidro Labrador
ODONTOLOGIA PEDIATRICA - DR. ISOLA FABIAN - ESPONTANEA,ISOLA FABIAN,PEDIATRIA,ESPONTANEA,Martes,08:00,09:00,CAPS San Isidro Labrador
ODONTOLOGIA PEDIATRICA - DR. ISOLA FABIAN - ESPONTANEA,ISOLA FABIAN,PEDIATRIA,ESPONTANEA,Miércoles,08:00,09:00,CAPS San Isidro Labrador
ODONTOLOGIA PEDIATRICA - DR. ISOLA FABIAN - ESPONTANEA,ISOLA FABIAN,PEDIATRIA,ESPONTANEA,Jueves,08:00,09:00,CAPS San Isidro Labrador
PSIQUIATRIA - DRA. MORERO PAULA - PROGRAMADA,MORERO PAULA,PSIQUIATRIA,PROGRAMADA,Jueves,08:00,12:00,CAPS San Isidro Labrador
ODONTOLOGIA - DRA. MAGLIANO CARLA,MAGLIANO CARLA,ODONTOLOGIA,,Miércoles,08:00,12:00,CAPS San Isidro Labrador
ODONTOLOGIA - DRA. MAGLIANO CARLA,MAGLIANO CARLA,ODONTOLOGIA,,Martes,08:00,12:00,CAPS San Isidro Labrador
PSIQUIATRIA - DRA. MORERO PAULA - ESPONTANEA,MORERO PAULA,PSIQUIATRIA,ESPONTANEA,Lunes,08:00,12:00,CAPS San Isidro Labrador
ODONTOLOGIA PEDIATRICA - DR. ISOLA FABIAN - PROGRAMADA,ISOLA FABIAN,PEDIATRIA,PROGRAMADA,Lunes,09:00,11:40,CAPS San Isidro Labrador
ODONTOLOGIA PEDIATRICA - DR. ISOLA FABIAN - PROGRAMADA,ISOLA FABIAN,PEDIATRIA,PROGRAMADA,Martes,09:00,11:40,CAPS San Isidro Labrador
ODONTOLOGIA PEDIATRICA - DR. ISOLA FABIAN - PROGRAMADA,ISOLA FABIAN,PEDIATRIA,PROGRAMADA,Miércoles,09:00,11:40,CAPS San Isidro Labrador
ODONTOLOGIA PEDIATRICA - DR. ISOLA FABIAN - PROGRAMADA,ISOLA FABIAN,PEDIATRIA,PROGRAMADA,Jueves,09:00,11:40,CAPS San Isidro Labrador
ODONTOLOGIA PEDIATRICA - DRA. BENITEZ ADA,BENITEZ ADA,PEDIATRIA,,Jueves,08:00,11:40,CAPS San Isidro Labrador
GINECOLOGIA PROGRAMADA - DRA. MOM MANUELA,MOM MANUELA,GINECOLOGIA,PROGRAMADA,Lunes,08:00,12:30,CAPS San Isidro Labrador
MEDICO CLINICO - DR. PORTA ESTEBAN,PORTA ESTEBAN,CLINICA MEDICA,,Miércoles,14:00,18:00,CAPS San Isidro Labrador
ODONTOLOGIA - DR. GONZALEZ TOMAS,GONZALEZ TOMAS,ODONTOLOGIA,,Martes,14:00,15:30,CAPS San Isidro Labrador
ODONTOLOGIA - DR. GONZALEZ TOMAS,GONZALEZ TOMAS,ODONTOLOGIA,,Viernes,14:00,15:30,CAPS San Isidro Labrador
ODONTOLOGIA - DR. GONZALEZ TOMAS,GONZALEZ TOMAS,ODONTOLOGIA,,Martes,08:00,11:40,CAPS San Isidro Labrador
ODONTOLOGIA - DR. GONZALEZ TOMAS,GONZALEZ TOMAS,ODONTOLOGIA,,Viernes,08:00,11:40,CAPS San Isidro Labrador
AGENDA CAI GENERAL,CAI GENERAL,,GENERAL,Lunes,08:00,12:00,CAPS San Isidro Labrador
AGENDA CAI GENERAL,CAI GENERAL,,GENERAL,Martes,08:00,12:00,CAPS San Isidro Labrador
AGENDA CAI GENERAL,CAI GENERAL,,GENERAL,Miércoles,08:00,12:00,CAPS San Isidro Labrador
AGENDA CAI GENERAL,CAI GENERAL,,GENERAL,Jueves,08:00,12:00,CAPS San Isidro Labrador
AGENDA CAI GENERAL,CAI GENERAL,,GENERAL,Viernes,08:00,12:00,CAPS San Isidro Labrador
ODONTOLOGIA ADULTOS - ESPONTANEA,,ODONTOLOGIA,ESPONTANEA,Martes,12:00,13:00,CAPS San Isidro Labrador
ODONTOLOGIA ADULTOS - ESPONTANEA,,ODONTOLOGIA,ESPONTANEA,Miércoles,12:00,13:00,CAPS San Isidro Labrador
ODONTOLOGIA ADULTOS - ESPONTANEA,,ODONTOLOGIA,ESPONTANEA,Jueves,12:00,13:00,CAPS San Isidro Labrador
ODONTOLOGIA - DRA. DE ACETIS,DE ACETIS,ODONTOLOGIA,,Lunes,08:00,10:40,CAPS San Isidro Labrador
ODONTOLOGIA - DRA. DE ACETIS,DE ACETIS,ODONTOLOGIA,,Martes,13:20,15:00,CAPS San Isidro Labrador
ODONTOLOGIA - DRA. DE ACETIS,DE ACETIS,ODONTOLOGIA,,Miércoles,09:20,11:40,CAPS San Isidro Labrador
ODONTOLOGIA - DRA. DE ACETIS,DE ACETIS,ODONTOLOGIA,,Lunes,13:20,15:40,CAPS San Isidro Labrador
ODONTOLOGIA PEDIATRIA - ESPONTANEA,,PEDIATRIA,ESPONTANEA,Lunes,08:01,09:00,CAPS San Isidro Labrador
ODONTOLOGIA PEDIATRIA - ESPONTANEA,,PEDIATRIA,ESPONTANEA,Martes,08:00,09:00,CAPS San Isidro Labrador
ODONTOLOGIA PEDIATRIA - ESPONTANEA,,PEDIATRIA,ESPONTANEA,Miércoles,08:00,09:00,CAPS San Isidro Labrador
ODONTOLOGIA PEDIATRIA - ESPONTANEA,,PEDIATRIA,ESPONTANEA,Jueves,08:00,09:00,CAPS San Isidro Labrador
ODONTOLOGIA PEDIATRIA - ESPONTANEA,,PEDIATRIA,ESPONTANEA,Viernes,08:00,09:00,CAPS San Isidro Labrador
